indicator_code,insee_code,year,value,source_file
catnat_communes_storm_count,78000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,1988,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,1995,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,2002,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,2007,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,2012,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,2017,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,91000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,1988,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,1995,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,2002,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,2007,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,2012,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,2017,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,92000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,1988,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,1995,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,2002,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,2007,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,2012,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,2017,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,93000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,1988,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,1995,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,2002,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,2007,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,2012,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,2017,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,94000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,1988,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,1995,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,2002,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,2007,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,2012,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,2017,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
catnat_communes_storm_count,95000,2022,0.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_com_catnat,sous_champ=atm)"
declared_income_median,75000,2022,31670.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,77000,2022,24730.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,78000,2022,29250.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,91000,2022,25310.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,92000,2022,31610.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,93000,2022,17470.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,94000,2022,24450.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
declared_income_median,95000,2022,23070.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=revenu_decl_median) [aligned_from=2021]
establishments_count,75000,2012,373723.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,75000,2017,455277.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,75000,2022,597141.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,77000,2012,67660.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,77000,2017,84188.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,77000,2022,116334.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,78000,2012,79882.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,78000,2017,97108.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,78000,2022,135974.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,91000,2012,61936.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,91000,2017,76752.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,91000,2022,109908.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,92000,2012,115191.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,92000,2017,141695.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,92000,2022,200863.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,93000,2012,83882.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,93000,2017,110876.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,93000,2022,179160.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,94000,2012,72606.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,94000,2017,90113.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,94000,2022,134999.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
establishments_count,95000,2012,58062.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2011]
establishments_count,95000,2017,74703.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2015]
establishments_count,95000,2022,114296.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_etablissements) [aligned_from=2021]
jobseekers_abc_count,75000,2002,185100.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,75000,2007,143540.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,75000,2012,178980.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,75000,2017,205240.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,75000,2022,187310.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,77000,2002,57960.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,77000,2007,52150.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,77000,2012,80670.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,77000,2017,101670.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,77000,2022,102710.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,78000,2002,64300.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,78000,2007,53760.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,78000,2012,76770.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,78000,2017,97100.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,78000,2022,97530.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,91000,2002,54180.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,91000,2007,43610.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,91000,2012,68960.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,91000,2017,89880.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,91000,2022,87380.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,92000,2002,88130.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,92000,2007,69970.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,92000,2012,97410.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,92000,2017,116460.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,92000,2022,110180.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,93000,2002,112870.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,93000,2007,94810.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,93000,2012,134790.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,93000,2017,171750.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,93000,2022,164910.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,94000,2002,72390.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,94000,2007,61750.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,94000,2012,86730.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,94000,2017,109500.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,94000,2022,104130.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,95000,2002,65950.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,95000,2007,59430.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,95000,2012,86110.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,95000,2017,105400.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_abc_count,95000,2022,99210.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deABC)
jobseekers_de_count,75000,2002,74920.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,75000,2007,63130.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,75000,2012,80940.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,75000,2017,100290.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,75000,2022,92030.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,77000,2002,17220.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,77000,2007,15210.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,77000,2012,28330.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,77000,2017,41730.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,77000,2022,44000.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,78000,2002,19150.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,78000,2007,17840.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,78000,2012,27460.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,78000,2017,41570.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,78000,2022,43140.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,91000,2002,15900.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,91000,2007,11930.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,91000,2012,22910.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,91000,2017,35150.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,91000,2022,34130.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,92000,2002,29600.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,92000,2007,25100.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,92000,2012,38030.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,92000,2017,51400.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,92000,2022,48670.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,93000,2002,40270.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,93000,2007,33660.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,93000,2012,54770.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,93000,2017,74670.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,93000,2022,74550.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,94000,2002,23810.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,94000,2007,21790.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,94000,2012,33100.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,94000,2017,47650.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,94000,2022,46280.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,95000,2002,20270.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,95000,2007,20280.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,95000,2012,32430.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,95000,2017,44220.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
jobseekers_de_count,95000,2022,41530.0,INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=nb_deld)
life_expectancy_men,75000,2002,77.9227263437023,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,75000,2007,79.6252758727779,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,75000,2012,80.7,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,75000,2017,81.5,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,75000,2022,81.7,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,77000,2002,75.905488705723,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,77000,2007,77.4132038926151,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,77000,2012,78.8,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,77000,2017,80.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,77000,2022,80.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,78000,2002,78.050488197026,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,78000,2007,79.6857672468423,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,78000,2012,80.5,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,78000,2017,81.5,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,78000,2022,81.6,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,91000,2002,77.0841848674479,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,91000,2007,79.0480370684307,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,91000,2012,80.3,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,91000,2017,80.9,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,91000,2022,81.2,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,92000,2002,78.0494163008357,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,92000,2007,79.9148170052488,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,92000,2012,80.8,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,92000,2017,81.8,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,92000,2022,82.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,93000,2002,76.0538208603028,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,93000,2007,77.7683895165728,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,93000,2012,78.8,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,93000,2017,79.7,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,93000,2022,79.4,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,94000,2002,77.3513436393414,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,94000,2007,78.9413940273232,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,94000,2012,79.8,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,94000,2017,81.3,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,94000,2022,81.4,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,95000,2002,76.3829562841703,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,95000,2007,78.3682149540508,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,95000,2012,79.1,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,95000,2017,80.1,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_men,95000,2022,80.4,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=homme)"
life_expectancy_women,75000,2002,84.0121403984841,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,75000,2007,85.4788974407927,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,75000,2012,86.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,75000,2017,86.4,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,75000,2022,86.5,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,77000,2002,82.3427939588417,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,77000,2007,83.525450969965,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,77000,2012,84.7,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,77000,2017,85.0,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,77000,2022,84.9,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
life_expectancy_women,78000,2002,83.8688059712645,"INSEE - Indicateurs territoriaux de developpement durable (ODD_DEP) (variable=esper_vie,sous_champ=femme)"
